quantile,value,type,location,target,forecast_date,target_end_date
,72,point,8,3 wk ahead inc death,2020-05-10,2020-05-30
,54,point,8,4 wk ahead inc death,2020-05-10,2020-06-06
,374,point,9,1 wk ahead inc death,2020-05-10,2020-05-16
,286,point,9,2 wk ahead inc death,2020-05-10,2020-05-23
,212,point,9,3 wk ahead inc death,2020-05-10,2020-05-30
,158,point,9,4 wk ahead inc death,2020-05-10,2020-06-06
,81,point,11,1 wk ahead inc death,2020-05-10,2020-05-16
,85,point,11,2 wk ahead inc death,2020-05-10,2020-05-23
,88,point,11,3 wk ahead inc death,2020-05-10,2020-05-30
,90,point,11,4 wk ahead inc death,2020-05-10,2020-06-06
,41,point,10,1 wk ahead inc death,2020-05-10,2020-05-16
,32,point,10,2 wk ahead inc death,2020-05-10,2020-05-23
,23,point,10,3 wk ahead inc death,2020-05-10,2020-05-30
,16,point,10,4 wk ahead inc death,2020-05-10,2020-06-06
,274,point,12,1 wk ahead inc death,2020-05-10,2020-05-16
,249,point,12,2 wk ahead inc death,2020-05-10,2020-05-23
,224,point,12,3 wk ahead inc death,2020-05-10,2020-05-30
,186,point,12,4 wk ahead inc death,2020-05-10,2020-06-06
,180,point,13,1 wk ahead inc death,2020-05-10,2020-05-16
,162,point,13,2 wk ahead inc death,2020-05-10,2020-05-23
,142,point,13,3 wk ahead inc death,2020-05-10,2020-05-30
,126,point,13,4 wk ahead inc death,2020-05-10,2020-06-06
,1,point,15,1 wk ahead inc death,2020-05-10,2020-05-16
,0,point,15,2 wk ahead inc death,2020-05-10,2020-05-23
,0,point,15,3 wk ahead inc death,2020-05-10,2020-05-30
,0,point,15,4 wk ahead inc death,2020-05-10,2020-06-06
,83,point,19,1 wk ahead inc death,2020-05-10,2020-05-16
,75,point,19,2 wk ahead inc death,2020-05-10,2020-05-23
,66,point,19,3 wk ahead inc death,2020-05-10,2020-05-30
,55,point,19,4 wk ahead inc death,2020-05-10,2020-06-06
,4,point,16,1 wk ahead inc death,2020-05-10,2020-05-16
,3,point,16,2 wk ahead inc death,2020-05-10,2020-05-23
,2,point,16,3 wk ahead inc death,2020-05-10,2020-05-30
,2,point,16,4 wk ahead inc death,2020-05-10,2020-06-06
,752,point,17,1 wk ahead inc death,2020-05-10,2020-05-16
,688,point,17,2 wk ahead inc death,2020-05-10,2020-05-23
,590,point,17,3 wk ahead inc death,2020-05-10,2020-05-30
,472,point,17,4 wk ahead inc death,2020-05-10,2020-06-06
,334,point,18,1 wk ahead inc death,2020-05-10,2020-05-16
,272,point,18,2 wk ahead inc death,2020-05-10,2020-05-23
,209,point,18,3 wk ahead inc death,2020-05-10,2020-05-30
,152,point,18,4 wk ahead inc death,2020-05-10,2020-06-06
,28,point,20,1 wk ahead inc death,2020-05-10,2020-05-16
,26,point,20,2 wk ahead inc death,2020-05-10,2020-05-23
,23,point,20,3 wk ahead inc death,2020-05-10,2020-05-30
,19,point,20,4 wk ahead inc death,2020-05-10,2020-06-06
,40,point,21,1 wk ahead inc death,2020-05-10,2020-05-16
,31,point,21,2 wk ahead inc death,2020-05-10,2020-05-23
,25,point,21,3 wk ahead inc death,2020-05-10,2020-05-30
,19,point,21,4 wk ahead inc death,2020-05-10,2020-06-06
,198,point,22,1 wk ahead inc death,2020-05-10,2020-05-16
,158,point,22,2 wk ahead inc death,2020-05-10,2020-05-23
,119,point,22,3 wk ahead inc death,2020-05-10,2020-05-30
,89,point,22,4 wk ahead inc death,2020-05-10,2020-06-06
,857,point,25,1 wk ahead inc death,2020-05-10,2020-05-16
,677,point,25,2 wk ahead inc death,2020-05-10,2020-05-23
,522,point,25,3 wk ahead inc death,2020-05-10,2020-05-30
,361,point,25,4 wk ahead inc death,2020-05-10,2020-06-06
,393,point,24,1 wk ahead inc death,2020-05-10,2020-05-16
,350,point,24,2 wk ahead inc death,2020-05-10,2020-05-23
,303,point,24,3 wk ahead inc death,2020-05-10,2020-05-30
,255,point,24,4 wk ahead inc death,2020-05-10,2020-06-06
,8,point,23,1 wk ahead inc death,2020-05-10,2020-05-16
,8,point,23,2 wk ahead inc death,2020-05-10,2020-05-23
,8,point,23,3 wk ahead inc death,2020-05-10,2020-05-30
,8,point,23,4 wk ahead inc death,2020-05-10,2020-06-06
,377,point,26,1 wk ahead inc death,2020-05-10,2020-05-16
,259,point,26,2 wk ahead inc death,2020-05-10,2020-05-23
,173,point,26,3 wk ahead inc death,2020-05-10,2020-05-30
,113,point,26,4 wk ahead inc death,2020-05-10,2020-06-06
,195,point,27,1 wk ahead inc death,2020-05-10,2020-05-16
,210,point,27,2 wk ahead inc death,2020-05-10,2020-05-23
,216,point,27,3 wk ahead inc death,2020-05-10,2020-05-30
,216,point,27,4 wk ahead inc death,2020-05-10,2020-06-06
,110,point,29,1 wk ahead inc death,2020-05-10,2020-05-16
,106,point,29,2 wk ahead inc death,2020-05-10,2020-05-23
,98,point,29,3 wk ahead inc death,2020-05-10,2020-05-30
,92,point,29,4 wk ahead inc death,2020-05-10,2020-06-06
,120,point,28,1 wk ahead inc death,2020-05-10,2020-05-16
,113,point,28,2 wk ahead inc death,2020-05-10,2020-05-23
,101,point,28,3 wk ahead inc death,2020-05-10,2020-05-30
,83,point,28,4 wk ahead inc death,2020-05-10,2020-06-06
,0,point,30,1 wk ahead inc death,2020-05-10,2020-05-16
,0,point,30,2 wk ahead inc death,2020-05-10,2020-05-23
,0,point,30,3 wk ahead inc death,2020-05-10,2020-05-30
,0,point,30,4 wk ahead inc death,2020-05-10,2020-06-06
,125,point,37,1 wk ahead inc death,2020-05-10,2020-05-16
,128,point,37,2 wk ahead inc death,2020-05-10,2020-05-23
,131,point,37,3 wk ahead inc death,2020-05-10,2020-05-30
,128,point,37,4 wk ahead inc death,2020-05-10,2020-06-06
,9,point,38,1 wk ahead inc death,2020-05-10,2020-05-16
,9,point,38,2 wk ahead inc death,2020-05-10,2020-05-23
,8,point,38,3 wk ahead inc death,2020-05-10,2020-05-30
,7,point,38,4 wk ahead inc death,2020-05-10,2020-06-06
,29,point,31,1 wk ahead inc death,2020-05-10,2020-05-16
,28,point,31,2 wk ahead inc death,2020-05-10,2020-05-23
,26,point,31,3 wk ahead inc death,2020-05-10,2020-05-30
,23,point,31,4 wk ahead inc death,2020-05-10,2020-06-06
,49,point,33,1 wk ahead inc death,2020-05-10,2020-05-16
,56,point,33,2 wk ahead inc death,2020-05-10,2020-05-23
,62,point,33,3 wk ahead inc death,2020-05-10,2020-05-30
,60,point,33,4 wk ahead inc death,2020-05-10,2020-06-06
,1094,point,34,1 wk ahead inc death,2020-05-10,2020-05-16
,810,point,34,2 wk ahead inc death,2020-05-10,2020-05-23
,578,point,34,3 wk ahead inc death,2020-05-10,2020-05-30
,392,point,34,4 wk ahead inc death,2020-05-10,2020-06-06
,56,point,35,1 wk ahead inc death,2020-05-10,2020-05-16
,54,point,35,2 wk ahead inc death,2020-05-10,2020-05-23
,51,point,35,3 wk ahead inc death,2020-05-10,2020-05-30
,44,point,35,4 wk ahead inc death,2020-05-10,2020-06-06
,78,point,32,1 wk ahead inc death,2020-05-10,2020-05-16
,95,point,32,2 wk ahead inc death,2020-05-10,2020-05-23
,123,point,32,3 wk ahead inc death,2020-05-10,2020-05-30
,132,point,32,4 wk ahead inc death,2020-05-10,2020-06-06
,1228,point,36,1 wk ahead inc death,2020-05-10,2020-05-16
,815,point,36,2 wk ahead inc death,2020-05-10,2020-05-23
,532,point,36,3 wk ahead inc death,2020-05-10,2020-05-30
,336,point,36,4 wk ahead inc death,2020-05-10,2020-06-06
,252,point,39,1 wk ahead inc death,2020-05-10,2020-05-16
,216,point,39,2 wk ahead inc death,2020-05-10,2020-05-23
,181,point,39,3 wk ahead inc death,2020-05-10,2020-05-30
,145,point,39,4 wk ahead inc death,2020-05-10,2020-06-06
,32,point,40,1 wk ahead inc death,2020-05-10,2020-05-16
,28,point,40,2 wk ahead inc death,2020-05-10,2020-05-23
,25,point,40,3 wk ahead inc death,2020-05-10,2020-05-30
,21,point,40,4 wk ahead inc death,2020-05-10,2020-06-06
,18,point,41,1 wk ahead inc death,2020-05-10,2020-05-16
,20,point,41,2 wk ahead inc death,2020-05-10,2020-05-23
,21,point,41,3 wk ahead inc death,2020-05-10,2020-05-30
,23,point,41,4 wk ahead inc death,2020-05-10,2020-06-06
,851,point,42,1 wk ahead inc death,2020-05-10,2020-05-16
,797,point,42,2 wk ahead inc death,2020-05-10,2020-05-23
,702,point,42,3 wk ahead inc death,2020-05-10,2020-05-30
,603,point,42,4 wk ahead inc death,2020-05-10,2020-06-06
,90,point,44,1 wk ahead inc death,2020-05-10,2020-05-16
,75,point,44,2 wk ahead inc death,2020-05-10,2020-05-23
,60,point,44,3 wk ahead inc death,2020-05-10,2020-05-30
,46,point,44,4 wk ahead inc death,2020-05-10,2020-06-06
,55,point,45,1 wk ahead inc death,2020-05-10,2020-05-16
,46,point,45,2 wk ahead inc death,2020-05-10,2020-05-23
,34,point,45,3 wk ahead inc death,2020-05-10,2020-05-30
,24,point,45,4 wk ahead inc death,2020-05-10,2020-06-06
,15,point,46,1 wk ahead inc death,2020-05-10,2020-05-16
,24,point,46,2 wk ahead inc death,2020-05-10,2020-05-23
,36,point,46,3 wk ahead inc death,2020-05-10,2020-05-30
,56,point,46,4 wk ahead inc death,2020-05-10,2020-06-06
,29,point,47,1 wk ahead inc death,2020-05-10,2020-05-16
,23,point,47,2 wk ahead inc death,2020-05-10,2020-05-23
,18,point,47,3 wk ahead inc death,2020-05-10,2020-05-30
,13,point,47,4 wk ahead inc death,2020-05-10,2020-06-06
,241,point,48,1 wk ahead inc death,2020-05-10,2020-05-16
,252,point,48,2 wk ahead inc death,2020-05-10,2020-05-23
,268,point,48,3 wk ahead inc death,2020-05-10,2020-05-30
,268,point,48,4 wk ahead inc death,2020-05-10,2020-06-06
,16,point,49,1 wk ahead inc death,2020-05-10,2020-05-16
,18,point,49,2 wk ahead inc death,2020-05-10,2020-05-23
,19,point,49,3 wk ahead inc death,2020-05-10,2020-05-30
,20,point,49,4 wk ahead inc death,2020-05-10,2020-06-06
,213,point,51,1 wk ahead inc death,2020-05-10,2020-05-16
,208,point,51,2 wk ahead inc death,2020-05-10,2020-05-23
,202,point,51,3 wk ahead inc death,2020-05-10,2020-05-30
,185,point,51,4 wk ahead inc death,2020-05-10,2020-06-06
,2,point,50,1 wk ahead inc death,2020-05-10,2020-05-16
,2,point,50,2 wk ahead inc death,2020-05-10,2020-05-23
,1,point,50,3 wk ahead inc death,2020-05-10,2020-05-30
,1,point,50,4 wk ahead inc death,2020-05-10,2020-06-06
,89,point,53,1 wk ahead inc death,2020-05-10,2020-05-16
,91,point,53,2 wk ahead inc death,2020-05-10,2020-05-23
,88,point,53,3 wk ahead inc death,2020-05-10,2020-05-30
,92,point,53,4 wk ahead inc death,2020-05-10,2020-06-06
,69,point,55,1 wk ahead inc death,2020-05-10,2020-05-16
,70,point,55,2 wk ahead inc death,2020-05-10,2020-05-23
,71,point,55,3 wk ahead inc death,2020-05-10,2020-05-30
,72,point,55,4 wk ahead inc death,2020-05-10,2020-06-06
,8,point,54,1 wk ahead inc death,2020-05-10,2020-05-16
,7,point,54,2 wk ahead inc death,2020-05-10,2020-05-23
,6,point,54,3 wk ahead inc death,2020-05-10,2020-05-30
,5,point,54,4 wk ahead inc death,2020-05-10,2020-06-06
,1,point,56,1 wk ahead inc death,2020-05-10,2020-05-16
,1,point,56,2 wk ahead inc death,2020-05-10,2020-05-23
,0,point,56,3 wk ahead inc death,2020-05-10,2020-05-30
,0,point,56,4 wk ahead inc death,2020-05-10,2020-06-06
,10,point,2,1 wk ahead cum death,2020-05-10,2020-05-16
,10,point,2,2 wk ahead cum death,2020-05-10,2020-05-23
,11,point,2,3 wk ahead cum death,2020-05-10,2020-05-30
,11,point,2,4 wk ahead cum death,2020-05-10,2020-06-06
,490,point,1,1 wk ahead cum death,2020-05-10,2020-05-16
,594,point,1,2 wk ahead cum death,2020-05-10,2020-05-23
,696,point,1,3 wk ahead cum death,2020-05-10,2020-05-30
,798,point,1,4 wk ahead cum death,2020-05-10,2020-06-06
,108,point,5,1 wk ahead cum death,2020-05-10,2020-05-16
,123,point,5,2 wk ahead cum death,2020-05-10,2020-05-23
,139,point,5,3 wk ahead cum death,2020-05-10,2020-05-30
,152,point,5,4 wk ahead cum death,2020-05-10,2020-06-06
,723,point,4,1 wk ahead cum death,2020-05-10,2020-05-16
,945,point,4,2 wk ahead cum death,2020-05-10,2020-05-23
,1175,point,4,3 wk ahead cum death,2020-05-10,2020-05-30
,1410,point,4,4 wk ahead cum death,2020-05-10,2020-06-06
,3170,point,6,1 wk ahead cum death,2020-05-10,2020-05-16
,3596,point,6,2 wk ahead cum death,2020-05-10,2020-05-23
,4002,point,6,3 wk ahead cum death,2020-05-10,2020-05-30
,4332,point,6,4 wk ahead cum death,2020-05-10,2020-06-06
,1088,point,8,1 wk ahead cum death,2020-05-10,2020-05-16
,1180,point,8,2 wk ahead cum death,2020-05-10,2020-05-23
,1255,point,8,3 wk ahead cum death,2020-05-10,2020-05-30
,1308,point,8,4 wk ahead cum death,2020-05-10,2020-06-06
,3341,point,9,1 wk ahead cum death,2020-05-10,2020-05-16
,3632,point,9,2 wk ahead cum death,2020-05-10,2020-05-23
,3852,point,9,3 wk ahead cum death,2020-05-10,2020-05-30
,4005,point,9,4 wk ahead cum death,2020-05-10,2020-06-06
,407,point,11,1 wk ahead cum death,2020-05-10,2020-05-16
,491,point,11,2 wk ahead cum death,2020-05-10,2020-05-23
,582,point,11,3 wk ahead cum death,2020-05-10,2020-05-30
,671,point,11,4 wk ahead cum death,2020-05-10,2020-06-06
,262,point,10,1 wk ahead cum death,2020-05-10,2020-05-16
,294,point,10,2 wk ahead cum death,2020-05-10,2020-05-23
,317,point,10,3 wk ahead cum death,2020-05-10,2020-05-30
,335,point,10,4 wk ahead cum death,2020-05-10,2020-06-06
,1996,point,12,1 wk ahead cum death,2020-05-10,2020-05-16
,2258,point,12,2 wk ahead cum death,2020-05-10,2020-05-23
,2488,point,12,3 wk ahead cum death,2020-05-10,2020-05-30
,2675,point,12,4 wk ahead cum death,2020-05-10,2020-06-06
,1586,point,13,1 wk ahead cum death,2020-05-10,2020-05-16
,1752,point,13,2 wk ahead cum death,2020-05-10,2020-05-23
,1905,point,13,3 wk ahead cum death,2020-05-10,2020-05-30
,2038,point,13,4 wk ahead cum death,2020-05-10,2020-06-06
,19,point,15,1 wk ahead cum death,2020-05-10,2020-05-16
,19,point,15,2 wk ahead cum death,2020-05-10,2020-05-23
,19,point,15,3 wk ahead cum death,2020-05-10,2020-05-30
,19,point,15,4 wk ahead cum death,2020-05-10,2020-06-06
,348,point,19,1 wk ahead cum death,2020-05-10,2020-05-16
,423,point,19,2 wk ahead cum death,2020-05-10,2020-05-23
,492,point,19,3 wk ahead cum death,2020-05-10,2020-05-30
,545,point,19,4 wk ahead cum death,2020-05-10,2020-06-06
,70,point,16,1 wk ahead cum death,2020-05-10,2020-05-16
,74,point,16,2 wk ahead cum death,2020-05-10,2020-05-23
,76,point,16,3 wk ahead cum death,2020-05-10,2020-05-30
,78,point,16,4 wk ahead cum death,2020-05-10,2020-06-06
,4158,point,17,1 wk ahead cum death,2020-05-10,2020-05-16
,4850,point,17,2 wk ahead cum death,2020-05-10,2020-05-23
,5453,point,17,3 wk ahead cum death,2020-05-10,2020-05-30
,5948,point,17,4 wk ahead cum death,2020-05-10,2020-06-06
,1902,point,18,1 wk ahead cum death,2020-05-10,2020-05-16
,2179,point,18,2 wk ahead cum death,2020-05-10,2020-05-23
,2396,point,18,3 wk ahead cum death,2020-05-10,2020-05-30
,2558,point,18,4 wk ahead cum death,2020-05-10,2020-06-06
,202,point,20,1 wk ahead cum death,2020-05-10,2020-05-16
,229,point,20,2 wk ahead cum death,2020-05-10,2020-05-23
,254,point,20,3 wk ahead cum death,2020-05-10,2020-05-30
,276,point,20,4 wk ahead cum death,2020-05-10,2020-06-06
,351,point,21,1 wk ahead cum death,2020-05-10,2020-05-16
,383,point,21,2 wk ahead cum death,2020-05-10,2020-05-23
,408,point,21,3 wk ahead cum death,2020-05-10,2020-05-30
,428,point,21,4 wk ahead cum death,2020-05-10,2020-06-06
,2484,point,22,1 wk ahead cum death,2020-05-10,2020-05-16
,2640,point,22,2 wk ahead cum death,2020-05-10,2020-05-23
,2768,point,22,3 wk ahead cum death,2020-05-10,2020-05-30
,2860,point,22,4 wk ahead cum death,2020-05-10,2020-06-06
,5836,point,25,1 wk ahead cum death,2020-05-10,2020-05-16
,6532,point,25,2 wk ahead cum death,2020-05-10,2020-05-23
,7030,point,25,3 wk ahead cum death,2020-05-10,2020-05-30
,7458,point,25,4 wk ahead cum death,2020-05-10,2020-06-06
,2097,point,24,1 wk ahead cum death,2020-05-10,2020-05-16
,2450,point,24,2 wk ahead cum death,2020-05-10,2020-05-23
,2774,point,24,3 wk ahead cum death,2020-05-10,2020-05-30
,3028,point,24,4 wk ahead cum death,2020-05-10,2020-06-06
,72,point,23,1 wk ahead cum death,2020-05-10,2020-05-16
,80,point,23,2 wk ahead cum death,2020-05-10,2020-05-23
,89,point,23,3 wk ahead cum death,2020-05-10,2020-05-30
,98,point,23,4 wk ahead cum death,2020-05-10,2020-06-06
,4932,point,26,1 wk ahead cum death,2020-05-10,2020-05-16
,5196,point,26,2 wk ahead cum death,2020-05-10,2020-05-23
,5378,point,26,3 wk ahead cum death,2020-05-10,2020-05-30
,5500,point,26,4 wk ahead cum death,2020-05-10,2020-06-06
,773,point,27,1 wk ahead cum death,2020-05-10,2020-05-16
,988,point,27,2 wk ahead cum death,2020-05-10,2020-05-23
,1214,point,27,3 wk ahead cum death,2020-05-10,2020-05-30
,1417,point,27,4 wk ahead cum death,2020-05-10,2020-06-06
,613,point,29,1 wk ahead cum death,2020-05-10,2020-05-16
,728,point,29,2 wk ahead cum death,2020-05-10,2020-05-23
,832,point,29,3 wk ahead cum death,2020-05-10,2020-05-30
,916,point,29,4 wk ahead cum death,2020-05-10,2020-06-06
,550,point,28,1 wk ahead cum death,2020-05-10,2020-05-16
,662,point,28,2 wk ahead cum death,2020-05-10,2020-05-23
,764,point,28,3 wk ahead cum death,2020-05-10,2020-05-30
,846,point,28,4 wk ahead cum death,2020-05-10,2020-06-06
,17,point,30,1 wk ahead cum death,2020-05-10,2020-05-16
,18,point,30,2 wk ahead cum death,2020-05-10,2020-05-23
,18,point,30,3 wk ahead cum death,2020-05-10,2020-05-30
,18,point,30,4 wk ahead cum death,2020-05-10,2020-06-06
,689,point,37,1 wk ahead cum death,2020-05-10,2020-05-16
,817,point,37,2 wk ahead cum death,2020-05-10,2020-05-23
,951,point,37,3 wk ahead cum death,2020-05-10,2020-05-30
,1085,point,37,4 wk ahead cum death,2020-05-10,2020-06-06
,44,point,38,1 wk ahead cum death,2020-05-10,2020-05-16
,54,point,38,2 wk ahead cum death,2020-05-10,2020-05-23
,62,point,38,3 wk ahead cum death,2020-05-10,2020-05-30
,69,point,38,4 wk ahead cum death,2020-05-10,2020-06-06
,120,point,31,1 wk ahead cum death,2020-05-10,2020-05-16
,150,point,31,2 wk ahead cum death,2020-05-10,2020-05-23
,178,point,31,3 wk ahead cum death,2020-05-10,2020-05-30
,202,point,31,4 wk ahead cum death,2020-05-10,2020-06-06
,182,point,33,1 wk ahead cum death,2020-05-10,2020-05-16
,240,point,33,2 wk ahead cum death,2020-05-10,2020-05-23
,306,point,33,3 wk ahead cum death,2020-05-10,2020-05-30
,377,point,33,4 wk ahead cum death,2020-05-10,2020-06-06
,10350,point,34,1 wk ahead cum death,2020-05-10,2020-05-16
,11166,point,34,2 wk ahead cum death,2020-05-10,2020-05-23
,11762,point,34,3 wk ahead cum death,2020-05-10,2020-05-30
,12164,point,34,4 wk ahead cum death,2020-05-10,2020-06-06
,256,point,35,1 wk ahead cum death,2020-05-10,2020-05-16
,310,point,35,2 wk ahead cum death,2020-05-10,2020-05-23
,362,point,35,3 wk ahead cum death,2020-05-10,2020-05-30
,410,point,35,4 wk ahead cum death,2020-05-10,2020-06-06
,394,point,32,1 wk ahead cum death,2020-05-10,2020-05-16
,493,point,32,2 wk ahead cum death,2020-05-10,2020-05-23
,620,point,32,3 wk ahead cum death,2020-05-10,2020-05-30
,766,point,32,4 wk ahead cum death,2020-05-10,2020-06-06
,28048,point,36,1 wk ahead cum death,2020-05-10,2020-05-16
,28896,point,36,2 wk ahead cum death,2020-05-10,2020-05-23
,29434,point,36,3 wk ahead cum death,2020-05-10,2020-05-30
,29790,point,36,4 wk ahead cum death,2020-05-10,2020-06-06
,1593,point,39,1 wk ahead cum death,2020-05-10,2020-05-16
,1813,point,39,2 wk ahead cum death,2020-05-10,2020-05-23
,2007,point,39,3 wk ahead cum death,2020-05-10,2020-05-30
,2154,point,39,4 wk ahead cum death,2020-05-10,2020-06-06
,304,point,40,1 wk ahead cum death,2020-05-10,2020-05-16
,334,point,40,2 wk ahead cum death,2020-05-10,2020-05-23
,360,point,40,3 wk ahead cum death,2020-05-10,2020-05-30
,384,point,40,4 wk ahead cum death,2020-05-10,2020-06-06
,145,point,41,1 wk ahead cum death,2020-05-10,2020-05-16
,165,point,41,2 wk ahead cum death,2020-05-10,2020-05-23
,187,point,41,3 wk ahead cum death,2020-05-10,2020-05-30
,211,point,41,4 wk ahead cum death,2020-05-10,2020-06-06
,4657,point,42,1 wk ahead cum death,2020-05-10,2020-05-16
,5494,point,42,2 wk ahead cum death,2020-05-10,2020-05-23
,6218,point,42,3 wk ahead cum death,2020-05-10,2020-05-30
,6824,point,42,4 wk ahead cum death,2020-05-10,2020-06-06
,512,point,44,1 wk ahead cum death,2020-05-10,2020-05-16
,589,point,44,2 wk ahead cum death,2020-05-10,2020-05-23
,651,point,44,3 wk ahead cum death,2020-05-10,2020-05-30
,700,point,44,4 wk ahead cum death,2020-05-10,2020-06-06
,386,point,45,1 wk ahead cum death,2020-05-10,2020-05-16
,434,point,45,2 wk ahead cum death,2020-05-10,2020-05-23
,469,point,45,3 wk ahead cum death,2020-05-10,2020-05-30
,493,point,45,4 wk ahead cum death,2020-05-10,2020-06-06
,49,point,46,1 wk ahead cum death,2020-05-10,2020-05-16
,73,point,46,2 wk ahead cum death,2020-05-10,2020-05-23
,111,point,46,3 wk ahead cum death,2020-05-10,2020-05-30
,166,point,46,4 wk ahead cum death,2020-05-10,2020-06-06
,275,point,47,1 wk ahead cum death,2020-05-10,2020-05-16
,299,point,47,2 wk ahead cum death,2020-05-10,2020-05-23
,318,point,47,3 wk ahead cum death,2020-05-10,2020-05-30
,332,point,47,4 wk ahead cum death,2020-05-10,2020-06-06
,1336,point,48,1 wk ahead cum death,2020-05-10,2020-05-16
,1598,point,48,2 wk ahead cum death,2020-05-10,2020-05-23
,1864,point,48,3 wk ahead cum death,2020-05-10,2020-05-30
,2137,point,48,4 wk ahead cum death,2020-05-10,2020-06-06
,88,point,49,1 wk ahead cum death,2020-05-10,2020-05-16
,107,point,49,2 wk ahead cum death,2020-05-10,2020-05-23
,127,point,49,3 wk ahead cum death,2020-05-10,2020-05-30
